0	-1.42867
0.02202	-1.42827
0.04404	-1.42788
0.06607	-1.42748
0.08809	-1.42709
0.11011	-1.42669
0.13213	-1.42629
0.15415	-1.42589
0.17618	-1.42549
0.1982	-1.42509
0.22022	-1.42469
0.24224	-1.42429
0.26426	-1.42389
0.28629	-1.42349
0.30831	-1.42308
0.33033	-1.42268
0.35235	-1.42227
0.37437	-1.42186
0.3964	-1.42146
0.41842	-1.42105
0.44044	-1.42064
0.46246	-1.42023
0.48448	-1.41982
0.50651	-1.4194
0.52853	-1.41899
0.55055	-1.41858
0.57257	-1.41816
0.59459	-1.41775
0.61662	-1.41733
0.63864	-1.41692
0.66066	-1.4165
0.68268	-1.41608
0.7047	-1.41566
0.72673	-1.41524
0.74875	-1.41482
0.77077	-1.4144
0.79279	-1.41397
0.81481	-1.41355
0.83684	-1.41312
0.85886	-1.4127
0.88088	-1.41227
0.9029	-1.41184
0.92492	-1.41142
0.94695	-1.41099
0.96897	-1.41056
0.99099	-1.41013
1.01301	-1.4097
1.03504	-1.40926
1.05706	-1.40883
1.07908	-1.40839
1.1011	-1.40796
1.12312	-1.40752
1.14515	-1.40709
1.16717	-1.40665
1.18919	-1.40621
1.21121	-1.40577
1.23323	-1.40533
1.25526	-1.40489
1.27728	-1.40445
1.2993	-1.404
1.32132	-1.40356
1.34334	-1.40311
1.36537	-1.40267
1.38739	-1.40222
1.40941	-1.40177
1.43143	-1.40132
1.45345	-1.40087
1.47548	-1.40042
1.4975	-1.39997
1.51952	-1.39952
1.54154	-1.39907
1.56356	-1.39861
1.58559	-1.39816
1.60761	-1.3977
1.62963	-1.39724
1.65165	-1.39679
1.67367	-1.39633
1.6957	-1.39587
1.71772	-1.39541
1.73974	-1.39494
1.76176	-1.39448
1.78378	-1.39402
1.80581	-1.39355
1.82783	-1.39309
1.84985	-1.39262
1.87187	-1.39215
1.89389	-1.39169
1.91592	-1.39122
1.93794	-1.39075
1.95996	-1.39028
1.98198	-1.3898
2.004	-1.38933
2.02603	-1.38886
2.04805	-1.38838
2.07007	-1.3879
2.09209	-1.38743
2.11411	-1.38695
2.13614	-1.38647
2.15816	-1.38599
2.18018	-1.38551
2.2022	-1.38503
2.22422	-1.38454
2.24625	-1.38406
2.26827	-1.38358
2.29029	-1.38309
2.31231	-1.3826
2.33433	-1.38212
2.35636	-1.38163
2.37838	-1.38114
2.4004	-1.38065
2.42242	-1.38015
2.44444	-1.37966
2.46647	-1.37917
2.48849	-1.37867
2.51051	-1.37818
2.53253	-1.37768
2.55455	-1.37718
2.57658	-1.37668
2.5986	-1.37618
2.62062	-1.37568
2.64264	-1.37518
2.66466	-1.37468
2.68669	-1.37417
2.70871	-1.37367
2.73073	-1.37316
2.75275	-1.37265
2.77477	-1.37215
2.7968	-1.37164
2.81882	-1.37113
2.84084	-1.37062
2.86286	-1.3701
2.88488	-1.36959
2.90691	-1.36908
2.92893	-1.36856
2.95095	-1.36804
2.97297	-1.36753
2.99499	-1.36701
3.01702	-1.36649
3.03904	-1.36597
3.06106	-1.36544
3.08308	-1.36492
3.10511	-1.3644
3.12713	-1.36387
3.14915	-1.36335
3.17117	-1.36282
3.19319	-1.36229
3.21522	-1.36176
3.23724	-1.36123
3.25926	-1.3607
3.28128	-1.36017
3.3033	-1.35963
3.32533	-1.3591
3.34735	-1.35856
3.36937	-1.35803
3.39139	-1.35749
3.41341	-1.35695
3.43544	-1.35641
3.45746	-1.35587
3.47948	-1.35532
3.5015	-1.35478
3.52352	-1.35424
3.54555	-1.35369
3.56757	-1.35314
3.58959	-1.3526
3.61161	-1.35205
3.63363	-1.3515
3.65566	-1.35094
3.67768	-1.35039
3.6997	-1.34984
3.72172	-1.34928
3.74374	-1.34873
3.76577	-1.34817
3.78779	-1.34761
3.80981	-1.34705
3.83183	-1.34649
3.85385	-1.34593
3.87588	-1.34537
3.8979	-1.3448
3.91992	-1.34424
3.94194	-1.34367
3.96396	-1.34311
3.98599	-1.34254
4.00801	-1.34197
4.03003	-1.3414
4.05205	-1.34082
4.07407	-1.34025
4.0961	-1.33968
4.11812	-1.3391
4.14014	-1.33852
4.16216	-1.33795
4.18418	-1.33737
4.20621	-1.33679
4.22823	-1.33621
4.25025	-1.33562
4.27227	-1.33504
4.29429	-1.33445
4.31632	-1.33387
4.33834	-1.33328
4.36036	-1.33269
4.38238	-1.3321
4.4044	-1.33151
4.42643	-1.33092
4.44845	-1.33033
4.47047	-1.32973
4.49249	-1.32914
4.51451	-1.32854
4.53654	-1.32794
4.55856	-1.32734
4.58058	-1.32674
4.6026	-1.32614
4.62462	-1.32553
4.64665	-1.32493
4.66867	-1.32432
4.69069	-1.32372
4.71271	-1.32311
4.73473	-1.3225
4.75676	-1.32189
4.77878	-1.32128
4.8008	-1.32066
4.82282	-1.32005
4.84484	-1.31943
4.86687	-1.31882
4.88889	-1.3182
4.91091	-1.31758
4.93293	-1.31696
4.95495	-1.31634
4.97698	-1.31571
4.999	-1.31509
5.02102	-1.31446
5.04304	-1.31384
5.06507	-1.31321
5.08709	-1.31258
5.10911	-1.31195
5.13113	-1.31132
5.15315	-1.31068
5.17518	-1.31005
5.1972	-1.30941
5.21922	-1.30878
5.24124	-1.30814
5.26326	-1.3075
5.28529	-1.30686
5.30731	-1.30621
